pdb	chain	pLDDT_before	pLDDT_after	tm_score_before	tm_score_after	lddt_before	lddt_after
7jwb	A						
5c8j	I	56.27		0.43605		0.6402443844649581	
3ixx	A	63.78		0.52966		0.6408342071160574	
5vqm	B	74.53		0.91084		0.7854554731291599	
7lvw	F	59.56		0.63219		0.5924898677990597	
7kyl	Z	37.87		0.54643		0.3914186273211225	
7pgb	T	88.98		0.67814		0.8665667799886821	
6sne	P	80.41		0.41812		0.7907020917278534	
6db7	Q	69.3		0.29102		0.5283105783105783	
6ymq	G	90.38		0.7488		0.9492708196299825	
6yxd	A						
7sr8	A	79.31		0.82896		0.7733450774171562	
7k39	C	56.13		0.66025		0.5998279885343498	
5mev	A	87.46		0.97042		0.9302153704870206	
5wna	B	57.71		0.37796		0.6329174524187817	
1f90	E	71.66		0.26676		0.4027777777777778	
4ki5	M	93.35		0.99294		0.9854491062711843	
7d0d	A						
7r40	B						
6ii8	E	43.86		0.53864		0.4753427146428565	
7si0	G	87.38		0.95943		0.9151476729766401	
2r23	B	85.81		0.67262		0.8803489966741452	
6v4o	I	66.7		0.87882		0.7187794802869436	
4mhh	E	50.08		0.54709		0.5181092464482981	
7lxx	A	31.16		0.24962		0.2529012965583216	
5f21	A	90.32		0.96685		0.9477405409970329	
7wuj	A	76.94		0.76655		0.726417713790816	
7kq7	B	78.35		0.91673		0.8707648279648332	
5umi	C	92.67		0.93984		0.9452541436169245	
4yho	H	88.07		0.71186		0.9107929044471331	
6ju0	J	86.23		0.81486		0.901417819449167	
1d6v	H	89.45		0.83638		0.9149031764438844	
4o02	A						
7n08	F	74.21		0.24783		0.7306277056277054	
7nd5	B						
7cho	E	26.1		0.25982		0.2481419060114699	
5h37	B	70.6		0.5559		0.6647175422923322	
7l0n	S	26.11		0.31985		0.2604575257522537	
6vi1	N	90.48		0.76161		0.9468420133638367	
1nc4	D	86.71		0.91085		0.8935247744915051	
6y90	B	72.78		0.79953		0.7285707662856223	
5ye3	C	88.38		0.2998		0.513095238095238	
6k41	A	76.12		0.75246		0.7519820061915328	
5l0q	A	85.91		0.84187		0.8916106312805051	
7ahu	E	90.06		0.98528		0.9417510410488023	
5tud	D	91.07		0.89794		0.8256637448778031	
7zmv	C	86.0		0.6639		0.9139577792840752	
7mzg	A	27.59		0.24064		0.2770446055080583	
5t6p	E	74.37		0.58691		0.8666666666666667	
7rp0	C	91.32		0.92449		0.9557160239275778	
4nco	I	25.63		0.22562		0.21349885542237018	
7zfc	E	27.52		0.29093		0.2936360447390819	
5tfw	O	92.15		0.98012		0.954482234683302	
5njg	A	88.57		0.94777		0.8637005501065088	
4r4n	E	26.47		0.24405		0.24003394964987887	
5c0r	A	39.63		0.44946		0.43699867677472826	
1uwx	P	72.36		0.2198		0.4865967365967366	
4tnv	P	87.37		0.88378		0.902465929562015	
7jtr	G	93.75		0.99274		0.9790280704078084	
7m6d	C	26.05		0.26902		0.2458269007297529	
3gm0	A	88.05		0.94169		0.899295783914306	
7mw5	B						
6xun	G						
7nfd	B	82.47		0.95463		0.8364684588643393	
2jix	E						
2r0z	Q	68.35		0.25731		0.6166666666666667	
5v8l	A	25.22		0.21228		0.21795597283112578	
3dur	A	92.47		0.80253		0.9513465697170799	
7kml	C						
6um5	A	26.95		0.2212		0.22575544638512046	
4jzn	K	74.35		0.40272		0.6912405303030305	
7rxd	B	84.56		0.80769		0.867929880200915	
5ggs	Y	85.97		0.95076		0.9298914744154156	
4d9r	A	92.12		0.98521		0.9564436541531284	
5j9p	C	92.17		0.93291		0.9532555535236491	
6aj7	B	65.27		0.54163		0.6567131918972283	
7p7a	B						
6vca	A	90.88		0.66696		0.8820320338348386	
6xjw	B						
6u51	D	54.91		0.47935		0.5574457184304283	
1fj1	F	86.32		0.90746		0.8337826954591552	
3lrh	H	83.62		0.64276		0.9305638805638805	
5dur	C	62.06		0.70039		0.5921768787490459	
4lmq	F	81.56		0.77335		0.8210665401739092	
6mpg	A	44.27		0.28863		0.4774176941025475	
3hae	A	89.81		0.96437		0.9619855252308238	
3ezj	A	76.06		0.43232		0.7772604369976444	
6vbp	K	79.02		0.35844		0.583924062049062	
5xwd	A	85.81		0.53876		0.8951766212779486	
7q0a	B						
7bts	A	86.83		0.93924		0.9163822014290031	
6itq	C	82.21		0.93277		0.9063056450371084	
3vrl	C	90.64		0.82755		0.8808160866274655	
7p77	E						
1um4	H	88.73		0.87349		0.900335720866249	
7kfw	B	26.12		0.27247		0.24347588152991048	
5t29	O	93.16		0.96932		0.9297462580380137	
4kk8	B	87.24		0.94967		0.9180901765961522	
4kkb	B	87.27		0.95408		0.9217420912052499	
4zyp	B	52.78		0.56263		0.532995096196234	
4wfg	B	83.36		0.87033		0.8847343681902319	
5w9m	A	30.9		0.25227		0.3168918501824864	
6n1v	A	25.29		0.23339		0.22774101794204005	
1ind	H	86.75		0.63934		0.8746489605396341	
3b2u	E	92.32		0.97667		0.9279650182138482	
6ozc	A	25.38		0.21788		0.214508259369567	
6oq6	A	58.99		0.64176		0.5254658220395667	
6ul4	A	60.03		0.75596		0.6233317255756379	
7lll	A	83.81		0.79843		0.7082282959087155	
4dag	A	50.96		0.58352		0.5147473831047165	
7lu9	f	25.91		0.12663		0.20629485102234238	
3c09	D	92.89		0.98395		0.9431859255893125	
6vl8	E	91.82		0.898		0.9469335622301716	
6fxn	A	91.25		0.95972		0.9585800453004063	
3nh7	D	82.08		0.86835		0.836707038197107	
3muh	L	87.52		0.83711		0.9068447099605261	
7mxe	D	53.97		0.29965		0.4493560575292202	
7lqv	A						
6wn1	D	44.01		0.4305		0.39114876425858935	
4ydj	I	25.15		0.2884		0.2127035007891962	
7tb8	C						
6mui	J	28.87		0.24968		0.37067333273600506	
6ibb	A	84.69		0.91648		0.8694140501048828	
2a6k	P	67.87		0.1621		0.6284325396825396	
6hco	B	82.0		0.94379		0.8276081372043897	
7olz	A	28.99		0.28933		0.28280454384586945	
7mhz	A	90.14		0.01489		0.8797880143589046	
4r3s	Q	67.36		0.30907		0.7068181818181819	
1mcj	P	26.73					
7rbu	B	26.1		0.26238		0.25144441355404207	
5mv4	K	94.72		0.31027		0.4457070707070707	
6hx4	B	79.03		0.89908		0.8187447340225634	
1tji	P	69.42		0.25643		0.5180340988376703	
7wrv	C	26.4		0.23779		0.2662674240604897	
7cak	C						
4etq	C	91.53		0.98589		0.9541169477731339	
1f4x	H	88.61		0.83055		0.9435410255075293	
7neg	E	28.77		0.31231		0.27853919446359215	
6c08	F	85.7		0.83567		0.6945388142279357	
6ek2	A	48.62		0.40527		0.43956774533465254	
7m6i	B						
3k1k	A	35.58		0.47128		0.34587927701834437	
7z1c	C	26.05		0.27364		0.24630593193842062	
4yue	C	53.58		0.52323		0.4023838494946607	
6pwc	R	87.39		0.85569		0.7694783311450573	
4f2m	F	35.01		0.3675		0.32853457618419757	
6qfa	B	90.09		0.98256		0.9676100816903749	
4lvh	J	57.57		0.75281		0.5480962450523352	
6k7o	R	91.04		0.96357		0.9416194864997197	
7e33	A	79.74		0.80199		0.7971429735999483	
6hjp	C	52.57		0.56694		0.5264454569741615	
5tz2	C	91.7		0.98525		0.968468627983832	
6ieq	B	58.46		0.33965		0.4598825705297124	
6muf	G	25.7		0.12213		0.2046679449287246	
7d5z	M	25.6		0.28365		0.27823994243303396	
3mac	A						
5yoy	K	89.05		0.95611		0.926987854182211	
6nfj	A						
7so7	A	74.43		0.88328		0.7562222473730286	
5w9k	G	31.12		0.26005		0.3139999150406813	
5wob	G						
3h42	A	90.08		0.96053		0.958729893605449	
6ot0	A	95.88		0.25268		0.7081575919844709	
2exw	A	87.33		0.95039		0.911880147556241	
4rrp	R	89.04		0.9497		0.8772276089839406	
6x8q	P	82.78		0.32471		0.7860882173382173	
3s36	X	78.9		0.85001		0.7414336839254426	
1hez	E	90.65		0.93424		0.923122861123034	
6pt0	A	92.34		0.25861		0.6949078289955797	
7epx	A						
7l5j	A	26.44		0.26593		0.277135674449274	
6qpg	A	31.64		0.17892		0.3531559668391128	
7wic	A	75.46		0.05273		0.7936375707442703	
7cw3	E	64.09		0.54042		0.553069257319266	
7a3o	A	72.74		0.59595		0.6722917821472362	
1jgl	L	92.12		0.57778		0.9408156864836102	
3u9p	D	90.65		0.97199		0.9329483390036498	
3mlr	P	71.41		0.21694		0.5140873015873015	
5eoc	Q	74.16		0.25521		0.7760295260295261	
6icc	A	88.78		0.62324		0.8949228785847513	
6e4x	B	52.07		0.68908		0.5827297827581288	
5ujz	E	51.43		0.56134		0.48449953033638105	
7dcc	E						
6k5f	A	87.33		0.9511		0.9139752573358871	
6xpz	A	60.14		0.71749		0.5999022885880988	
7tca	B						
5jop	A						
6raj	B	87.18		0.81565		0.8631553643838923	
7mem	E	47.3		0.5289		0.44802317593174673	
3mls	R	51.67		0.15954		0.479932059952861	
5ugy	C	51.43		0.5632		0.5063747200419825	
1zv5	L	95.14		0.98927		0.9781918679819269	
4gxu	A	51.56		0.55017		0.5062739220806542	
7v6a	A	76.69		0.77065		0.7648358414500339	
7ki1	A	79.59		0.71104		0.7889383542574456	
7cmu	A	79.05		0.79923		0.8015967278822316	
4xh2	a	87.5		0.52901		0.8111538634976134	
6waq	D	28.2		0.3403		0.2713838612086001	
7r4q	B						
6cxc	A	55.26		0.39968		0.5030905417778444	
7lez	N	92.32		0.97186		0.9134686007607199	
7ws5	C						
4xbg	H	84.91		0.86317		0.8891576692510367	
5o6v	B	56.89		0.4886		0.5537961861694015	
6c5j	H	88.29		0.77989		0.8841879843664613	
3lzf	A	50.03		0.54503		0.5069973420051717	
5t3s	B	54.18		0.33968		0.4692066686249695	
6k3m	H	88.93		0.94697		0.9668129555083332	
5mhe	H	85.02		0.93073		0.9166332166067711	
5j75	b	92.44		0.93052		0.9079658095440974	
7cgw	C	85.87		0.93293		0.8772286498889391	
1ots	B	87.29		0.95403		0.9148611470795823	
4rbp	M	86.96		0.53239		0.9148796345731276	
5o1r	A	88.54		0.93091		0.8938822406712661	
6y6c	B	88.32		0.95003		0.950551595402543	
6t3j	E	86.39		0.88769		0.9096077847055896	
7t4s	B	35.24		0.36895		0.395274936432166	
7czp	C						
6vn1	C	57.4		0.45342		0.6742020342547427	
5hbt	B	81.4		0.93909		0.8892251153273416	
3gjf	A	89.81		0.96525		0.9638182200062864	
7m2h	C	90.34		0.93103		0.9466347563612675	
6b0h	I	55.01		0.468		0.6166873880472746	
7nmu	A	84.95		0.70076		0.8379559222064674	
4xp9	C	85.04		0.96308		0.9008915382024963	
7uds	B	30.91		0.23188		0.2775523234635009	
4ogx	A	92.65		0.9749		0.9406464949440966	
4am0	T	39.88		0.28799		0.2892593694256661	
5dhv	M	85.31		0.89634		0.9401624648735254	
7u8m	B	47.52		0.30108		0.496687236180715	
2r9h	B	87.55		0.95363		0.923442759213916	
6lmk	A	84.75		0.77539		0.7688186149499823	
6q0h	A	64.49		0.79909		0.6481265963606518	
6elu	J	44.09		0.38947		0.5432053113004525	
1e4x	P	72.33		0.37942		0.607142857142857	
6pe8	T	86.08		0.60569		0.8867898938999195	
6sf6	D	70.08		0.22533		0.4833333333333334	
5ggt	A	93.22		0.97877		0.9575150975216625	
7e5r	A						
2dqd	Y	95.14		0.9848		0.9661127377418701	
5thr	B	62.38		0.29811		0.4934158002607385	
7wcr	A	27.22		0.28457		0.29498636885753987	
5i8h	D	44.27		0.36622		0.46664255294484364	
7cdj	E	26.1		0.27148		0.244967228610244	
6dfj	E	80.89		0.95475		0.9252386481719661	
5dq9	A	85.44		0.89225		0.8844448553296583	
6cw2	D	86.44		0.8834		0.8689163940992954	
7cwu	B						
7wee	E	26.3		0.28338		0.273016778534016	
7mjh	A						
6pis	A	83.29		0.64026		0.849848826964123	
6p62	B	24.37		0.23892		0.2319562458998435	
6vtt	F	24.01		0.23311		0.1982897282247857	
6w09	G	24.48		0.1959		0.23528092215598329	
6mqc	D	84.01		0.39028		0.6659226190476191	
7e9p	B	26.79		0.29073		0.28106140835051396	
2i9l	K	42.37		0.42542		0.4491968838047983	
6cwd	D	38.43		0.39454		0.44693129381298996	
6cmg	A	63.19		0.85358		0.6593360262806977	
6n4b	A	76.69		0.76096		0.7563352887871839	
1g7l	C	95.14		0.97128		0.9526308091910621	
7epu	B	73.82		0.45173		0.7022614313789769	
6w4y	A	87.86		0.49803		0.9159295557683043	
7klc	A	25.91		0.31528		0.21903784399185294	
2atk	C	91.25		0.92271		0.946336717323643	
7mwx	C	27.26		0.26008		0.25289349270876693	
5cez	G	25.03		0.21114		0.22367689367123186	
1v7n	Z	87.48		0.93507		0.8535678316930965	
6z6v	E	90.31		0.90464		0.9456331846248719	
6rpj	A	85.79		0.9617		0.9262084389799884	
2hvk	C	91.4		0.92947		0.9571414562325202	
4oly	G	25.7		0.3095		0.2424888750115426	
4odx	X	93.09		0.98293		0.9591418895639767	
6d0x	C	67.32		0.46628		0.8014159451659452	
6i8g	A	65.33		0.70989		0.6815630758132456	
6ww2	R	82.95		0.92134		0.8193892917048511	
6olp	B	70.17		0.34011		0.4956006592479854	
6a78	B	92.93		0.97914		0.9707338113984355	
7nvo	E	90.26		0.96195		0.8580131643796232	
2fx8	R	72.58		0.36501		0.6886002886002887	
7x6o	F	50.01		0.57192		0.4924396477698992	
6o26	C	69.01		0.31266		0.7545138888888888	
3vga	A	83.46		0.93648		0.8570089390382859	
1mcs	P	47.66				0.75	
7rso	D	25.42		0.20665		0.19093791625766757	
6bzu	L	86.08		0.47742		0.9523358585858586	
6niu	A	64.22		0.56855		0.6613954459462442	
7ew0	A	81.37		0.78112		0.746037374512032	
6o3u	F	86.09		0.89274		0.9167609713836518	
4g6a	B	86.08		0.5388		0.933080808080808	
7l02	A						
7a3q	A	67.36		0.62011		0.6278687075244275	
4onf	P	68.49		0.33367		0.8166666666666668	
5u5m	E	91.1		0.95732		0.9510327784173145	
3dro	P	71.14		0.37994		0.775	
6mhr	C	84.98		0.67201		0.898414141287628	
2i60	G	26.83		0.26294		0.2447849027569922	
6vep	Q	87.02		0.05611		0.9256263353076649	
3mlu	P	74.71		0.22799		0.5452762515262516	
1ken	C	56.2		0.64895		0.5804737575585552	
1u8j	C	73.16		0.32343		0.6785714285714287	
1tpx	A	90.1		0.9494		0.9432699337913616	
5mwn	A	90.42		0.96505		0.9146335958108625	
3jbq	F	92.98		0.91107		0.758077068384606	
3ijh	B	84.47		0.85464		0.8835059168784629	
7r8l	E	27.29		0.24565		0.2661227980577423	
5xcu	F	71.06		0.4782		0.8265625	
7ocy	A	85.73		0.91585		0.8721040112648735	
4uif	C	72.63		0.55176		0.6055581216421624	
4c2i	C	67.76		0.55264		0.5784685880345156	
7x2f	A	83.58		0.30778		0.7965228017213013	
6sc6	A	75.75		0.51768		0.8016098148939801	
6wo3	E	28.57		0.27519		0.26253665399840403	
1yef	L	90.51		0.51122		0.9420750265515266	
7oan	A						
7qnb	D	88.98		0.93032		0.9492938339213838	
2p44	A	92.53		0.94749		0.9421710671802688	
7nd6	B						
7mmo	C	26.83		0.24619		0.27134740699962834	
6cdp	C	84.01		0.27701		0.5892857142857143	
6wfy	P	63.59		0.23163		0.5568181818181818	
3fo9	H	86.11		0.78928		0.9092136011029116	
1mlc	E	95.14		0.98065		0.9469366886961029	
6ada	A	87.03		0.95248		0.9219875743003833	
6yz7	A	26.12		0.27193		0.24123505661643607	
7te8	D	88.79		0.91302		0.8517424781679043	
6o3b	H	87.2		0.91709		0.9143226975449574	
5tqq	A	85.65		0.83842		0.7988217279353329	
6vmk	m	92.12		0.98174		0.952380118355523	
5gis	C	66.43		0.26244		0.4549603174603175	
6zpl	A	91.92		0.92639		0.8433745912362743	
7ew4	A	87.61		0.79857		0.7767392158461065	
6p9h	A	93.79		0.97303		0.9708047486952596	
3wfh	B	90.47		0.75459		0.9689714122382406	
3u9u	F	78.78		0.53708		0.81140950882165	
4u0r	A	39.33		0.4326		0.43316333700063114	
2adf	A	89.89		0.98098		0.9420614824416494	
6db8	R						
7rlx	P	67.53		0.35038		0.5412698412698412	
1bfv	H	87.94		0.95566		0.9290964020727939	
5iwl	D	89.35		0.98906		0.9780688952451951	
6pec	A	84.01		0.08986		0.4553571428571428	
6apd	C	54.37		0.55961		0.5230984418444747	
6lfo	A	82.14		0.80687		0.7815458926170663	
2ny1	A	28.62		0.25676		0.24780724332216691	
3ri5	D	87.88		0.95858		0.9301133428712208	
5imm	A	92.32		0.96839		0.9557067719190441	
1kno	D	87.05		0.93917		0.9171828036010208	
3t0x	A	93.05		0.96785		0.934939829237917	
5mp1	E	68.75		0.23252		0.6428571428571427	
4wht	a	85.63		0.229		0.5315603956228956	
4i0c	A	96.37		0.98028		0.9816260473697985	
7ora	C	26.98		0.28328		0.27374548095100193	
7uaq	A	26.82		0.26365		0.2344080589640212	
1u8n	C	69.68		0.41572		0.7619047619047619	
4yk4	A	69.15		0.77103		0.6529003266268175	
5yy5	A	26.65		0.34838		0.25667916633315435	
7n9e	A						
6i8s	C	85.94		0.97164		0.8984488680761743	
4i2x	F	84.15		0.74313		0.9119274224941937	
4z9k	A	91.14		0.96274		0.9359566401784267	
4s1s	G	25.7		0.31158		0.2419717903613276	
4kk5	B	87.29		0.95406		0.9191424173532688	
7lbe	A	27.23		0.28958		0.2781320376088471	
7qne	A	83.66		0.92446		0.8987843438006499	
4uil	H	85.36		0.90879		0.8783341174412318	
7ks9	B						
2ap2	Q	78.12				0.9342095404595404	
4r9y	C	79.11		0.84632		0.8155509985555716	
4fz8	H	84.01		0.90772		0.8308702876751723	
6xsw	C	81.91		0.8198		0.8289983327621953	
4kml	A	86.17		0.93835		0.8995894859995421	
7m6h	A						
5esv	G	63.69		0.64579		0.646881943512645	
3l5w	J	49.16		0.48053		0.46156406526545724	
2hg5	C	89.54		0.86387		0.96436733920105	
3dv4	B	85.11		0.91842		0.7854481610001502	
6pds	C	84.01		0.3489		0.5357142857142857	
5ywy	A	84.84		0.95595		0.8671139731395532	
7mlv	A	83.84		0.51252		0.6964859920762594	
4lou	A	87.25		0.95135		0.9243019911954238	
7p2d	A	81.83		0.83551		0.8872811783688074	
2ht3	A	87.27		0.95087		0.9151211740810361	
6cxg	A	68.99		0.22933		0.43801601176601174	
6x98	C	25.37		0.22196		0.22075316832444872	
2ipu	P	68.44		0.30448		0.6666666666666667	
5c2u	A	85.03		0.85142		0.9198011856314067	
6idi	F	41.29		0.30209		0.4806484481973017	
7s3m	A	79.52		0.59923		0.8952733774162345	
3t2n	A	86.1		0.90813		0.800210434911123	
7f63	A	27.18		0.29284		0.28904694657135793	
5nuz	D	33.32		0.35535		0.3326641369042111	
6oe4	D	49.68		0.61894		0.5655672060566789	
6k5i	B	86.87		0.9524		0.9223574293652379	
6mub	M	86.55		0.54282		0.894718531530577	
7mjj	B						
7jv4	C						
6pzz	D	63.62		0.84961		0.6501133607516152	
5vzy	A	82.33		0.19363		0.6300211940836941	
7sfx	F	82.84		0.49968		0.8345238095238096	
6urm	F	57.52		0.77459		0.5775808269143772	
6qd8	E						
6xjy	B						
7me7	R	26.1		0.29328		0.2626860220423607	
2jb6	B						
3rjq	A	26.82		0.31389		0.21187500025866546	
7po5	A						
2x7l	M	87.73		0.90568		0.9017141228411423	
6p60	E	84.01		0.30993		0.5982142857142857	
7o85	P	48.22		0.50099		0.4740700874462143	
7bq5	A	65.09		0.54119		0.6947968406698902	
6ot1	E	25.18		0.12103		0.2220019692323707	
6xq0	A	57.86		0.76209		0.584256345519324	
5vke	C	89.5		0.86735		0.904780552012851	
7n0g	C						
3mug	C	88.3		0.77108		0.9241702000822662	
6j5f	A	39.19		0.50307		0.3789743248377578	
6osv	K	94.05		0.98106		0.9711038071554806	
7r1z	A	85.37		0.52851		0.8198352688271126	
5vod	C	31.44		0.37146		0.39084404207003165	
1a6v	I	89.57		0.94041		0.9345055421896601	
7jvr	A	76.13		0.30194		0.7690384181850973	
6iec	I	27.05		0.2355		0.24440788882388112	
7lzp	D	52.01		0.7541		0.5667722418098117	
6eqc	C						
5vob	B	33.57		0.36899		0.3846273459819743	
6n5e	B	64.16		0.76093		0.6432330497158835	
6x40	B	86.1		0.95241		0.9261520419238335	
7ldj	C	28.03		0.30145		0.3214022631555391	
6fy3	P	61.67		0.26568		0.6533732008732008	
6uy3	a	89.56		0.91118		0.9182047967559382	
2r1w	B	86.23		0.70411		0.8924051791250932	
7c8v	B	26.83		0.25267		0.26956480959982093	
7eo2	B	79.1		0.31249		0.7725248179249578	
5mp5	K	68.75		0.34541		0.619047619047619	
3jwo	A	29.23		0.262		0.23325016001197366	
7ws3	C						
7wro	R	28.5		0.3077		0.3005889569879758	
4yhk	H	88.19		0.70273		0.8944993597088632	
7mep	E	54.78		0.34049		0.4805183020247461	
6w0b	C	90.63		0.85092		0.9052817734688433	
7t4q	A	27.6		0.30069		0.27608157622178525	
6bpe	D	56.08		0.41388		0.40914558187721456	
2otu	Q	82.58		0.22129		0.45738636363636354	
7kjh	D	77.81		0.91203		0.8193930439652245	
4ttd	B	95.23		0.98562		0.9653726731935796	
6x04	I	68.08		0.866		0.6825325850747382	
5dub	P	55.32		0.33333		0.16666666666666666	
7l0l	C	47.85		0.57156		0.5089404911645	
1ub5	H	85.31		0.85526		0.8986435249094978	
7jum	B	72.45		0.86726		0.7804057620208628	
5jxe	B	74.49		0.79503		0.7372186785101434	
7mmn	B	60.63		0.07822		0.6394541359861537	
7mzj	A	26.05		0.29451		0.24300945695779605	
1nfd	D	89.86		0.45214		0.8919741118881359	
3mlx	Q	76.36		0.25647		0.7303155178155177	
7m6g	C						
5w1k	J	33.33		0.34694		0.30951475025027814	
7qnx	E	28.95		0.33489		0.28165724946126214	
7nfr	A	39.69		0.29192		0.28667827165690224	
7beo	R	29.42		0.32803		0.2813624941365918	
6nfn	B	88.55		0.9396		0.9387430737187414	
6awp	A	83.36		0.98262		0.8935679403561116	
7nj5	A	32.9		0.21016		0.3618587411856886	
1pz5	C	69.02		0.30832		0.6428571428571428	
6glx	B	94.78		0.98966		0.9594919487725279	
6mg7	G	26.24		0.28047		0.23770065306090937	
7sp7	A	78.23		0.84267		0.7741403482654663	
5f97	B	54.44		0.75022		0.5757979672047837	
7cwl	C						
3p0y	A	91.97		0.9749		0.9367859890340535	
6mns	Q	70.52		0.29242		0.4941045066045066	
6avr	A						
7q9f	C						
5esz	C	66.44		0.67985		0.6714304110106144	
6vrk	A	84.44		0.97325		0.8710186261073883	
4xzu	G	93.35		0.99125		0.9693591953321791	
7jvc	A						
5f8q	A	51.57		0.71656		0.54283170529317	
7n9b	B						
6ea5	B	49.08		0.21188		0.5667201688246526	
7wdf	C						
6um6	I	27.07		0.21783		0.2219347304166485	
7wd0	B						
5tzt	C	85.25		0.97253		0.9292546833381443	
5my6	A	87.54		0.94655		0.928267117097678	
6w05	P	72.2		0.40499		0.749702380952381	
1e6j	P	87.07		0.63512		0.9056540802021994	
4u6h	E	37.84		0.44534		0.43772998171964417	
6s3d	M	69.05		0.73505		0.7486442210948364	
7m2j	C	89.76		0.86341		0.9103614131382091	
7wlz	A						
7czs	B						
7e3l	C						
1jp5	C	76.65		0.37839		0.8500000000000001	
6mek	C	27.49		0.24845		0.25210493157424685	
3mob	P	68.61		0.13934		0.716919191919192	
1bgx	T						
5lxa	A						
5udc	A	58.17		0.57285		0.5499708232691168	
4glr	B	83.89		0.3973		0.673313492063492	
4leo	C	85.32		0.5162		0.8965200055895108	
6vy5	A	61.35		0.85668		0.6713978409222082	
1w72	D	90.02		0.9727		0.961266551920406	
5fgc	A	66.89		0.27566		0.6765873015873015	
6b3s	B	92.31		0.97087		0.9441094688985687	
6a0z	A	54.97		0.6278		0.5182377258316098	
6e63	P	82.96		0.90201		0.8335203738671463	
6chb	G	25.64		0.1153		0.21860167779495804	
3ve0	I	29.17		0.28804		0.23352170204878137	
4pgj	B	95.44		0.9771		0.965161373627359	
7r89	A	83.76		0.94781		0.9054557687263135	
6vcb	A	81.55		0.31168		0.7782456866667607	
4wv1	C	92.39		0.92707		0.9056961537467273	
5tlj	X	78.81		0.81452		0.7730047058062023	
5wi9	A	90.99		0.98305		0.9403386212177404	
3qxt	B	87.18		0.91821		0.8678624058657823	
6x1u	D	73.93		0.23096		0.16666666666666666	
7seg	C	89.44		0.95236		0.9160100893115688	
7jmp	A	30.38		0.28513		0.2805459787533342	
7p5y	D	81.63		0.53207		0.8407257698908996	
7rk2	B	28.96		0.3143		0.3073490149071155	
4s1d	P	92.2		0.52206		0.9386788784260262	
1fbi	X	95.48		0.97161		0.9436670263951941	
7mw2	B						
1c08	C	95.14		0.98523		0.9700421964613366	
6flb	G	55.81		0.74		0.6496551759365206	
6a4k	B	55.67		0.73062		0.5328511245290781	
6h70	B	28.5		0.30733		0.23198158862479817	
6vn0	D	24.95		0.24868		0.2262501566569405	
7pi2	D	75.17		0.92982		0.8284456105059692	
5w9j	A	30.9		0.22645		0.3142023597143993	
6w0d	C	90.63		0.85138		0.9120656576246314	
6cwg	C	89.87		0.95846		0.9128366060168764	
6pxr	A	66.27		0.27074		0.5446428571428571	
6z43	B						
4utb	B	73.4		0.62549		0.677318132502592	
1jtp	M	95.96		0.98604		0.9674597601253061	
6oz3	G	25.08		0.24993		0.2156326869117741	
5fxc	P	82.65		0.5167		0.8333333333333334	
5ggr	Z	84.18		0.87398		0.8538949053530828	
7k90	A						
2vyr	A						
7mzh	A	26.18		0.24704		0.2465895846139773	
7sht	B	74.12		0.2988		0.7682901594450636	
5h35	D	89.69		0.97631		0.9517130310261054	
1nl0	G	51.98		0.20863		0.3647358575485627	
7pqq	A	94.03		0.79611		0.7428834089794449	
7f5h	B	26.05		0.27066		0.24389031923852733	
1a3r	P	76.74		0.32254		0.5473901098901098	
5vk2	C	29.98		0.32117		0.3031054319506732	
4xt1	A	85.9		0.94713		0.8959289485846174	
7spa	A	78.94		0.82196		0.7463658031100218	
