id	length	pLDDT_A	model
A0A248SL44	8108	81.041	BASE
A0A3G4ZSW0	703	63.044	BASE
A0A8K1XB46	175	68.853	BASE
A0A1B1IX35	7659	80.399	BASE
A0A8S5V3T3	83	72.146	BASE
A0A7S9SUV3	456	66.242	BASE
A0A8S5LR88	229	77.866	BASE
A0A8S5SD54	1662	49.67	BASE
A0A2P1GNB9	277	51.631	BASE
A0A6J5KQ32	7055	87.212	BASE
A0A3Q9GFM6	6933	85.992	BASE
A0A0X8E9P8	82	82.23	BASE
A0A6G7PRX2	41	67.314	BASE
A0A6J5KH27	2698	78.654	BASE
A0A516LFU6	942	85.585	BASE
A0A8F6AI29	138	70.811	BASE
Q9DWG7	48	50.252	BASE
A0A6J5RC85	2071	68.415	BASE
A0A8S5UN10	822	69.524	BASE
A0A6G6XJN7	4924	77.41	BASE
F2NYX5	76	67.951	BASE
Q52PS4	272	84.548	BASE
K0FHP1	272	41.295	BASE
A0A2Z1SVJ2	11671	71.329	BASE
A0A8S5U7A7	183	29.515	BASE
A0A2Z4Q6T5	3629	81.901	BASE
Q070E7	81	69.362	BASE
A0A6J5KUW4	3107	75.695	BASE
A0A7R6W5A7	91	58.034	BASE
A0A088F767	420	83.929	BASE
M1J423	4839	38.754	BASE
A0A1X9Q218	237	62.631	BASE
A0A146J670	205	85.044	BASE
A0A6M9YZF5	1705	81.224	BASE
A0A6M2ZJA4	5739	81.677	BASE
A0A2U7UFT1	2653	75.183	BASE
A0A2P1GMC3	191	54.14	BASE
A0A8S5NHL7	818	83.227	BASE
A0A7M1RXI5	1184	74.327	BASE
A0A481YPY2	838	80.207	BASE
A0A345MG07	19344	67.701	BASE
A0A0R5ZAK0	78	77.707	BASE
A0A8S5U9C8	711	49.731	BASE
UPI001EAADAEF	725	85.428	BASE
A0A6J5KUM6	606	61.291	BASE
A0A1B2IDT1	134	79.164	BASE
A0A3G3LYK8	6679	82.609	BASE
Q8QS24	68	71.197	BASE
A0A6J5NXB1	204	83.353	BASE
A0A481YYS4	5043	77.209	BASE
A0A8S5QYY3	2205	83.637	BASE
A0A516M4L6	4819	61.511	BASE
C7F4D3	1575	75.788	BASE
A0A7S6BFK4	8279	58.232	BASE
A0A6H0DH62	46	49.731	BASE
A0A8S5M746	1016	84.556	BASE
H9YPE5	5156	64.899	BASE
A0A8S5RQX9	188	64.594	BASE
A0A0A8IMR0	55	34.285	BASE
A0A3G4ZZ07	1848	61.241	BASE
A0A1D8KTW4	8794	72.912	BASE
A0A481YTD3	63	34.63	BASE
A0A3S9U7P5	3323	87.658	BASE
A0A0B5JCM7	102	55.345	BASE
A0A8S5VVD8	635	82.243	BASE
A0A2I6UG14	1739	49.266	BASE
A0A0K1Y7T1	46	31.487	BASE
S4VWT6	210	73.022	BASE
A0A2H4YB67	551	32.613	BASE
A0A2I7R925	41	76.969	BASE
A0A7T8IXC6	50	50.391	BASE
A0A6J5LY27	35	58.768	BASE
A0A858YCI6	47	45.792	BASE
D2E8B6	401	40.98	BASE
Q45PU1	551	77.242	BASE
K7PC87	36	59.819	BASE
A0A8S5UTW2	58	45.846	BASE
A0A384ZS36	114	72.629	BASE
A0A6J5L7E3	1219	49.672	BASE
A0A0H3XSN8	1496	72.466	BASE
A0A410TDZ0	35	42.628	BASE
A0A1V0SI63	92	71.27	BASE
A0A3S9UC66	93	69.55	BASE
A0A916KQ38	38	85.107	BASE
A0A7D7JB26	64	73.039	BASE
B7SVX9	41	75.574	BASE
A0A1L3KFY1	78	51.668	BASE
A0A4D6BJS7	2229	79.314	BASE
A0A8S0I7R9	1239	83.163	BASE
A0A811A911	80	63.416	BASE
A0A6J7WV88	2108	83.922	BASE
A0A1X6WG84	228	83.421	BASE
A0A1I9S582	156	73.604	BASE
A0A7D5CIF2	247	68.985	BASE
A0A6G5YAP3	1265	75.444	BASE
A0A516LWH9	811	67.311	BASE
A0A510LH58	12977	83.35	BASE
F5B436	2404	75.276	BASE
A0A1L4BKA0	2020	53.406	BASE
A0A384ZVL8	3	28.867	BASE
A0A7M3UPE4	869	66.319	BASE
A0A0N7CSM4	1668	49.326	BASE
A0A7D3UUN2	279	35.157	BASE
A0A6J5KRL4	1148	60.4	BASE
A0A516M960	1894	66.967	BASE
A0A8E5NR37	1386	74.723	BASE
A0A8S5SA19	43	35.206	BASE
A0A1I9S612	277	80.203	BASE
V5NX06	59	57.567	BASE
A0A516LCP7	754	82.329	BASE
A0A6G5YLQ2	351	59.529	BASE
A0A1V0SCM0	21405	74.325	BASE
A0A2I7R1N5	1142	57.947	BASE
A0A6B9XI16	105	77.709	BASE
A0A1V0SFA4	4482	85.679	BASE
A0A1C9C501	15	43.119	BASE
A0A385DT71	1024	65.678	BASE
Q8JJY4	4982	70.011	BASE
A0A6J5RUN2	75	57.188	BASE
M1I120	1165	83.551	BASE
A0A3G5A0Y7	63	57.142	BASE
U3GQ19	42	74.879	BASE
A0A1P8VIX5	105	67.844	BASE
A0A0F7ILJ5	871	83.049	BASE
A0A8S5R624	1944	75.037	BASE
A0A7S5R833	1187	81.295	BASE
Q65A80	436	30.826	BASE
A0A5J6VPG4	1122	85.766	BASE
A0A6J5QIT9	3175	74.743	BASE
A0A2P1GN12	118	54.982	BASE
A0A8S5U1J0	260	73.759	BASE
A0A1L3KKC6	31	30.37	BASE
A0A2I7R4E1	560	73.979	BASE
A0A5B8HVM2	240	57.615	BASE
A0A8S5VGH9	9458	85.251	BASE
A0A7S9XGZ4	2807	84.223	BASE
A0A6S4PM42	84	73.616	BASE
A0A2R4A2C8	995	78.192	BASE
A0A8S5NIJ1	846	82.073	BASE
A0A1V0M8H9	128	59.731	BASE
A0A218MKN1	4210	50.167	BASE
A0A1X9T5J5	144	52.247	BASE
A0A516LV85	2551	72.688	BASE
A0A7L5KVV4	100	44.838	BASE
F2Y171	3804	85.308	BASE
A0A2P0VN78	3987	59.292	BASE
I1VXK0	59	43.358	BASE
A0A223LIN1	190	81.541	BASE
A0A2P1GML8	36	52.246	BASE
A0A346A5Y2	128	66.81	BASE
A0A481YRS3	6132	84.67	BASE
Q0IL95	140	75.284	BASE
A0A5J6VHJ4	825	42.288	BASE
A0A6B9URL9	508	69.503	BASE
A0A1Q1M982	124	62.831	BASE
A0A6J7WGL4	2177	68.633	BASE
A0A2D2W380	2510	85.706	BASE
A0A6J5NHI9	9810	56.587	BASE
A0A5P8PPV1	4728	82.144	BASE
A0A0H4LY75	55	63.263	BASE
A0A4Y5P1C8	784	72.543	BASE
H6WBM8	417	79.678	BASE
A0A1C9KC03	426	84.001	BASE
A0A068LG36	110	45.136	BASE
A0A516ML12	409	68.528	BASE
A0A291ATS9	101	66.539	BASE
A0A6B9J5T0	1206	51.899	BASE
A0A6J5P970	191	51.188	BASE
A0A8T9VRL7	186	86.284	BASE
A0A3G4ZRB8	63	78.7	BASE
A0A6G5YJK9	153	65.869	BASE
A0A481Z4Z4	14806	75.985	BASE
A0A7H0XAE6	34	49.37	BASE
A0A8S5UH71	170	72.228	BASE
A0A8S5RMS6	1155	74.52	BASE
A0A6J5SCU0	3812	83.3	BASE
A0A6J5KNQ5	2335	76.521	BASE
A0A1V0SE67	5794	86.599	BASE
F5BB18	56	28.727	BASE
A0A5K0U8V6	12915	78.229	BASE
A0A889IQW9	35	30.878	BASE
A0A6J5M3K2	2258	49.839	BASE
A0A873WMT7	5630	74.698	BASE
A0A3G4ZMK7	3082	77.355	BASE
A0A218MMQ1	362	80.316	BASE
A0A1Y0SUM1	127	80.491	BASE
A0A8S5TGR9	1550	75.979	BASE
A0A0D6A9I1	63	67.141	BASE
I4AZF6	1050	74.993	BASE
M4PRJ8	359	74.281	BASE
A0A2H4UV56	2240	83.327	BASE
A0A516LAY4	6307	78.641	BASE
A0A2R4KMX5	154	46.387	BASE
A0A0K1L687	18979	66.276	BASE
A0A8S5KZL5	37	50.929	BASE
A0A4V1EJX0	101	72.732	BASE
A0A6J5L7C7	20807	85.602	BASE
A0A1B1IS66	12559	40.633	BASE
A0A068EMM2	346	72.185	BASE
A0A8A4XBW0	878	41.636	BASE
A0A8S5VS41	128	66.749	BASE
A0A481W844	743	67.306	BASE
A0A6J7WKR9	1021	50.789	BASE
A0A0C5AE77	3686	80.129	BASE
E7BMX7	56	75.821	BASE
A0A6J5Q6D9	120	30.815	BASE
A0A8S5UEM3	11946	79.436	BASE
A0A1L3KJG8	50	42.74	BASE
A0A7M1RXX9	100	63.439	BASE
A0A0A1EKX7	67	50.87	BASE
A0A516LCD1	139	85.61	BASE
A0A3Q9JJK9	1976	74.176	BASE
A0A481YXC7	23442	87.607	BASE
A0A7S5RLP1	123	78.672	BASE
A0A6G9RXW1	92	35.38	BASE
G3MA80	10908	87.725	BASE
A0A6J5ME55	2878	92.465	BASE
A0A0B5J6F1	69	63.774	BASE
A0A5B8IP58	1723	89.383	BASE
A0A7D7JZM6	233	83.096	BASE
A0A3S7SGP0	139	60.01	BASE
A0A7T8IMK2	268	86.874	BASE
A0A514DBJ7	97	83.842	BASE
A0A7T7GUU0	37	60.434	BASE
A0A110B877	418	73.414	BASE
A0A8S5LRU7	1963	79.596	BASE
B5WYM6	63	54.175	BASE
A0A1V0SFD0	6014	62.544	BASE
A0A7D7JR90	1198	67.015	BASE
A0A8S5LAR0	62	44.032	BASE
G8DG73	32	31.165	BASE
A0A8S5KX74	280	70.861	BASE
A0A6J5LC90	975	86.729	BASE
M1IPR0	14017	89.829	BASE
A0A8S5NAD0	459	79.809	BASE
A0A223PQZ4	403	68.517	BASE
A0A1X9T517	134	56.187	BASE
D5GV96	214	66.729	BASE
A0A2R3XXE3	33	25.813	BASE
A0A516M6D8	198	67.684	BASE
A0A8S5MEE0	78	75.711	BASE
D6PHU7	1216	75.146	BASE
Q7T5P0	70	44.566	BASE
K7PBY8	45	69.806	BASE
A0A1L7N188	122	67.34	BASE
A0A897ZK48	24	28.225	BASE
A0A8S5NQZ6	116	63.822	BASE
A0A2K9VCN9	376	59.317	BASE
A0A516MKT0	2940	72.78	BASE
A0A5K0UC64	318	74.938	BASE
A0A7D3UNU1	123	43.702	BASE
A0A1L3KEB1	105	53.103	BASE
A0A8S0HYA3	957	90.385	BASE
A0A1B1IVN9	84	44.973	BASE
A0A499RSH8	45	40.992	BASE
A0A0U3CC34	10749	83.19	BASE
Q8B400	537	63.514	BASE
A0A8S5UE25	1301	89.268	BASE
A0A1D7SKQ1	3814	88.629	BASE
A0A2H4PHW4	5284	79.773	BASE
A0A6S4PA61	261	34.578	BASE
A0A481Z6E7	708	80.014	BASE
A0A8S5M049	1215	62.053	BASE
A0A2Z4Q2Y8	36	64.087	BASE
A0A3G4ZMI3	7791	73.868	BASE
A0A6J7X0Z5	1657	83.484	BASE
A0A7M1RY46	170	88.501	BASE
A0A823AB93	4822	87.987	BASE
A0A8S5SUH2	6010	87.153	BASE
A0A481Z2Q8	521	66.125	BASE
S5VM74	422	88.268	BASE
A0A5B8HY81	2875	56.417	BASE
A0A140HRA4	147	61.008	BASE
A0A1S6L1J4	146	83.778	BASE
A0A0P0YJT0	45	50.755	BASE
A0A6G5YBI1	3143	82.396	BASE
T2BBZ8	2196	85.129	BASE
A0A7D0GPI3	3652	87.037	BASE
A0A1B1IQX6	32	60.638	BASE
Q8QS16	126	78.353	BASE
A0A7G3WH34	2004	86.124	BASE
H9N9Y7	84	89.532	BASE
A7KV72	1117	84.349	BASE
A0A7L8ZDB6	980	85.677	BASE
A0A7D5BVX3	90	50.854	BASE
A0A2L0E6S6	38	60.762	BASE
Q8QNI6	158	83.781	BASE
A0A5K0U8Y2	13452	85.164	BASE
A0A7D3QKC6	2700	62.154	BASE
A0A5K0UC29	143	52.963	BASE
A0A8S5VKX9	1476	84.749	BASE
A0A8K1XY32	47	53.335	BASE
A0A023MHF1	620	80.734	BASE
A0A5P8SXA1	113	79.628	BASE
A7IY99	1049	79.345	BASE
A0A8S5RUF4	51	72.143	BASE
A0A0Y0JE35	3547	54.061	BASE
A0A0R8VCR8	1590	55.277	BASE
A0A2C9DST2	155	71.426	BASE
A0A8T8IUP0	1356	47.544	BASE
A0A8E5K7E8	148	87.799	BASE
A0A8S5U9I2	507	64.854	BASE
A0A2I7RKF0	2296	53.618	BASE
A0A3G5A323	1056	86.567	BASE
A0A2H4QBD9	330	72.761	BASE
A0A8K1UAQ6	202	91.801	BASE
A0A127AYL6	3124	75.443	BASE
A0A516LH12	377	70.871	BASE
A0A1L3KEV9	270	58.449	BASE
A2SZW6	923	80.767	BASE
A0A1P8VIQ6	64	79.649	BASE
L7RCF3	13720	86.975	BASE
A0A6J5N8D2	880	61.468	BASE
A0A6J5SEL9	2308	82.997	BASE
Q98195	20	81.098	BASE
A0A7D7JPQ6	101	71.045	BASE
A0A8S5PD03	6321	85.236	BASE
A0A5B8FE84	2147	70.326	BASE
A0A0H4ITQ9	236	67.65	BASE
A0A5C0C979	204	67.588	BASE
A0A6J5SZM0	2376	63.233	BASE
A0A8S5UST1	37	75.616	BASE
A0A1B4XWR6	420	85.365	BASE
A0A076FHN9	8595	85.135	BASE
A0A8A5J3W8	264	75.77	BASE
A0A0H4CXQ8	96	44.508	BASE
A0A1V0SAA2	61	67.399	BASE
A0A7S5T655	243	78.331	BASE
A0A7T4S070	43	55.48	BASE
A0A6B9I4B0	3529	42.193	BASE
U5NM22	847	62.271	BASE
A0A2I2L611	293	85.827	BASE
A0A5K0U7X9	22	34.028	BASE
A0A1W6JTL2	99	89.293	BASE
A0A0B4UGZ5	2059	71.638	BASE
A0A8S5ML67	33	39.384	BASE
A0A8S5N7X2	54	62.381	BASE
A0A1C3NF54	10223	87.478	BASE
A0A8S5L1L9	43	40.631	BASE
A0A6J5QW47	11116	86.036	BASE
A0A514DA70	610	71.113	BASE
Q7T5A4	125	63.914	BASE
A0A1G5SA76	562	84.615	BASE
A0A6J5LPG4	3937	49.68	BASE
A0A0F7LZU1	142	88.489	BASE
A0A2I7R2I0	32	50.699	BASE
A0A6J5MGW4	1120	82.092	BASE
D2E879	3	32.726	BASE
A0A8S5UY86	2593	78.117	BASE
A0A4D6EIZ9	1299	74.409	BASE
A0A0H5AXS8	110	73.427	BASE
A0A6J7WLP9	7576	83.539	BASE
A0A8F2TDJ0	189	61.397	BASE
A0A513Q9H8	1093	69.833	BASE
A0A0A1ELB3	117	73.962	BASE
R9ZWU7	27	86.297	BASE
A0A7L4XWE6	295	69.359	BASE
A0A6J5T604	180	51.849	BASE
A0A516MGT6	210	72.778	BASE
A0A0B5IX58	1631	67.589	BASE
A0A6J5NT51	75	67.223	BASE
A0A3T0D0R2	141	74.878	BASE
O55568	71	79.327	BASE
A0A811AAF2	2686	55.853	BASE
A0A7G9V0F9	644	79.924	BASE
A0A7D3QP32	202	72.966	BASE
A0A3G5AI77	3082	70.009	BASE
A0A5J6VL80	91	53.262	BASE
A0A7T3R0R7	165	75.034	BASE
A0A8K1V6P7	206	85.559	BASE
A0A3Q8GXE9	35	66.302	BASE
A0A8S5LMT1	3776	56.775	BASE
A0A6J5RDN1	179	73.19	BASE
A0A8D9C8W0	312	85.993	BASE
A0A6G5YJ43	1499	84.229	BASE
A0A1L3KIM4	131	73.142	BASE
A0A482M0C6	183	67.461	BASE
W5RUW9	416	28.788	BASE
A0A6B9LL90	1766	84.615	BASE
A3QMK9	10876	49.652	BASE
A0A7D3V5Y6	4919	89.681	BASE
A0A516MCP4	1540	91.737	BASE
A0A8B0RK19	169	60.338	BASE
A0A7R7G2N3	1759	83.844	BASE
A0A482IFD6	5200	92.964	BASE
A0A1V0SIZ4	3341	82.55	BASE
Q8QRY6	73	72.901	BASE
A0A7D0KTI6	5212	63.757	BASE
B3GAK8	37	34.832	BASE
UPI001E6D07C9	131	82.252	BASE
Q8W6K1	685	27.368	BASE
A0A8S5VUQ8	578	89.26	BASE
A0A3G4ZZI3	1907	79.661	BASE
B8Q5A8	54	31.508	BASE
U5TC07	124	58.533	BASE
A0A1D8KUV5	1143	64.122	BASE
A0A7S9STR3	609	75.362	BASE
A0A191S3T2	136	64.02	BASE
A0A1C9KCJ2	1979	79.875	BASE
A0A8F8SKY1	7742	44.973	BASE
A0A6J7WUQ9	1843	59.838	BASE
A0A6J5M639	377	66.837	BASE
A0A1L3KEF3	111	59.085	BASE
A0A2U7UEC4	33	56.201	BASE
A0A6J5QNJ3	233	85.282	BASE
A0A2P1GJ87	183	56.005	BASE
A0A6J5RI09	1593	87.04	BASE
A0A5J6VND2	66	61.636	BASE
A0A8S5PZQ4	483	52.296	BASE
A0A8S5TU80	1014	88.672	BASE
Q5UPB5	363	71.733	BASE
A0A6J7X7B6	277	86.475	BASE
A0A6J5LDP8	48	71.309	BASE
A4FTI3	106	42.943	BASE
A0A858HPT7	37	70.058	BASE
A0A5Q2W7K1	61	38.885	BASE
A0A1L5BXQ9	400	85.517	BASE
A0A679L992	4242	93.803	BASE
A0A126HCU2	748	85.405	BASE
A0A8S5P2H5	777	62.194	BASE
A0A8S5LZV7	1540	91.15	BASE
K7PCP3	39	40.347	BASE
G3GR47	54	63.519	BASE
A0A2I2L380	3506	83.984	BASE
A0A8S5L4Q9	216	59.672	BASE
A0A6J5MRC8	237	56.299	BASE
B5LWC9	47	51.54	BASE
A0A3G5AJH9	26	47.213	BASE
A0A4D6EI22	3100	74.004	BASE
A0A0K1L6C0	33	59.992	BASE
B1GS03	673	85.69	BASE
A0A5K0UAH8	954	48.154	BASE
A0A1L3KG28	22	56.179	BASE
A0A0B5KXC5	33	69.824	BASE
A0A7D7ENE1	493	60.656	BASE
A0A2H4ZK84	8739	79.814	BASE
L7TGB5	4706	69.204	BASE
A0A516M2M5	438	76.754	BASE
G9E5R6	443	46.613	BASE
G3MBQ0	72	53.938	BASE
A0A7T8E857	61	82.411	BASE
Q80BP0	95	87.179	BASE
A0A6J5N4R8	193	81.2	BASE
A0A1L3KIN8	1073	80.408	BASE
A0A4Y5P0R0	3639	77.923	BASE
A0A8S5SVR6	55	75.139	BASE
A0A0B5A2F0	2947	57.8	BASE
A0A6J7WQQ7	1468	86.173	BASE
A0A7S9XDU3	441	61.118	BASE
A0A248SKI9	1559	80.435	BASE
Q6QXI3	1109	85.27	BASE
A0A1L3KE25	137	70.775	BASE
S4VTF4	53	80.671	BASE
A0A8K1WQ91	1655	94.56	BASE
A0A6J5L5A9	32	32.956	BASE
M4QPK3	10317	85.2	BASE
A0A7D3QEE7	13800	85.802	BASE
H6BID2	272	86.96	BASE
A0A516LW79	59	83.191	BASE
A0A481Z4W7	254	76.151	BASE
A0A481Z9F5	722	52.374	BASE
A0A514CZB7	40	79.071	BASE
D0EZM8-3	180	72.703	BASE
A0A6J5NJS8	2295	88.596	BASE
A0A8S5S9W2	76	75.089	BASE
A0A1B1IWZ6	995	85.555	BASE
A0A7M1RTS8	98	78.563	BASE
A0A8T9JAI3	40	73.552	BASE
A0A2I2L347	194	82.36	BASE
A0A218MK91	297	73.368	BASE
A0A6N1NC32	39	52.14	BASE
A0A6B7ERW8	342	54.99	BASE
A0A6G6Y082	1087	85.743	BASE
A0A649Y9V1	485	53.244	BASE
A0A5Q2W6X8	170	52.095	BASE
U5Y1C9	87	71.804	BASE
A0A1V0SKH9	86	88.377	BASE
C7U035	5319	87.843	BASE
Q8UZI2	72	72.015	BASE
H9MI90	2270	72.558	BASE
A0A5J6TB71	37	59.053	BASE
A0A6J5MTU5	1744	68.809	BASE
A0A8S5M2P3	406	85.521	BASE
A0A481Z518	228	93.617	BASE
A0A5S9BZ51	7974	90.089	BASE
A0A6J7WUN6	166	50.932	BASE
A0A2U9AA93	497	49.167	BASE
A0A516MIQ8	210	90.399	BASE
A0A8S5LPJ5	1124	85.289	BASE
A0A6J5P201	7844	49.383	BASE
A0A1V0SGI3	6542	91.095	BASE
A0A7M3UNV6	1522	81.564	BASE
H2ED67	2698	79.672	BASE
A0A8D9FQC3	425	81.795	BASE
A0A6J7WYB2	1270	88.762	BASE
B0FXP3	317	82.39	BASE
A0A0B5KEX5	61	65.356	BASE
A0A0E3FEZ5	1946	81.557	BASE
A0A8K1HH90	377	70.027	BASE
H9YTT2	1347	78.435	BASE
A0A4Y6E7A9	3255	66.493	BASE
A0A8S5RUT2	116	81.169	BASE
A0A3G5AKA6	10	36.261	BASE
A0A8S5ME53	70	54.248	BASE
A0A8F8SNJ0	132	80.385	BASE
A0A1V0S8P6	9403	90.964	BASE
A0A6J7WWP2	2701	54.532	BASE
A0A8S5T0D2	93	85.367	BASE
A0A8S5NKJ6	1601	44.6	BASE
A0A481YRG9	227	66.841	BASE
A0A7D4XNE2	860	90.851	BASE
A0A8S5QZ36	1712	83.444	BASE
UPI001CC332AE	3304	92.028	BASE
A0A8S5L4J9	89	67.82	BASE
A0A345MW77	623	66.754	BASE
A0A516KVE3	80	56.498	BASE
A0A879R292	2250	94.321	BASE
A0A8S5T1D9	5505	86.832	BASE
M1HRG8	1988	85.289	BASE
A0A6H0DKA8	175	71.648	BASE
A0A8S5L517	148	72.599	BASE
A0A514A1A1	77	35.658	BASE
A0A0R6BY30	47	78.051	BASE
A0A8E7L4V3	966	63.415	BASE
B3VQV8	121	68.715	BASE
A0A2I2L3V1	330	72.787	BASE
A0A3T1CX85	1346	64.874	BASE
A0A516MKN1	59	50.419	BASE
A0A0B4UFY7	86	69.934	BASE
A0A1V0SIX2	3261	78.516	BASE
UPI0000161EB1	58	86.781	BASE
A0A8T9VVS4	795	80.157	BASE
A0A5C1K3D6	90	83.858	BASE
A0A2U7UC17	395	80.961	BASE
A0A2S1GSS6	118	52.897	BASE
A0A8S5PC70	42	53.017	BASE
A0A6J5PKP8	7602	77.411	BASE
A0A7S5T3D3	173	67.269	BASE
A0A8S5P0T8	2464	72.003	BASE
A0A8S5NFU2	6302	75.756	BASE
A0A6M6DCJ1	75	42.821	BASE
A0A8S5MQC7	125	62.659	BASE
A0A6J5RKY6	4786	68.659	BASE
A0A2N9QUR4	73	46.974	BASE
Q66224	62	32.568	BASE
M1HWL6	176	88.858	BASE
A0A6G6XL01	12438	85.2	BASE
A0A0G3G4D5	91	88.934	BASE
A0A7D3QLL6	706	85.998	BASE
A0A1P8DIK1	7280	50.859	BASE
A0A6G5YBT4	573	68.137	BASE
A0A8K1J8N8	53	75.678	BASE
A0A345MPX0	33	52.807	BASE
A0A142EZN3	1865	46.613	BASE
A0A513Q7V4	2421	80.493	BASE
A0A059UEV1	87	37.864	BASE
A0A6J5S4E3	2586	65.097	BASE
A0A516M2K7	13698	74.709	BASE
A0A6G6ZQA2	3	44.22	BASE
A0A6G6XPF9	10652	88.885	BASE
G8DGX2	35	26.835	BASE
O39780	26	49.421	BASE
A0A1W6JS97	2469	86.236	BASE
A0A3G5A9T2	23025	77.581	BASE
A0A0B5JDL3	53	47.988	BASE
A0A1J0F9Q1	138	75.082	BASE
A0A481ZA37	744	68.849	BASE
A0A8E7DBU6	960	93.426	BASE
A0A2K9VHS0	1067	87.321	BASE
A0A3S9JKJ8	715	76.515	BASE
Q04366	73	72.115	BASE
B6CXE0	4192	85.702	BASE
A0A8S5LD10	49	57.887	BASE
A0A1B1IPH0	1962	81.468	BASE
A0A6J5T896	5542	89.996	BASE
A0A481Z0S0	7290	85.365	BASE
A0A811BR09	283	71.472	BASE
A0A823AEG0	118	90.222	BASE
W8CZE2	185	57.216	BASE
A0A6J5P0T2	176	87.325	BASE
A0A6B9X3P8	1369	86.271	BASE
A0A7R7G1D3	1481	62.699	BASE
A0A6J5MFV5	9113	80.933	BASE
A0A650ERZ6	59	48.653	BASE
A0A3G5AJ76	110	36.933	BASE
O55656	33	68.0	BASE
A0A514CSL0	49	38.678	BASE
W6E868	100	58.923	BASE
A0A6J5LNR2	127	81.339	BASE
A0A6G8R5Z4	9110	86.024	BASE
A0A0R5XSZ0	574	54.049	BASE
A0A3G3SGX6	33	64.104	BASE
A0A8S5M8Z0	42	52.352	BASE
A0A6M2ZI82	3759	54.374	BASE
A0A6J7X4A6	4562	88.968	BASE
A0A0F7L3Z2	17	53.225	BASE
A0A2Z4Q8K0	142	81.591	BASE
A0A6J5SYS3	2476	88.598	BASE
S4TW39	33	30.522	BASE
A0A6H0M5M1	1125	53.935	BASE
A0A516LV99	380	87.582	BASE
A0A346M244	137	74.477	BASE
A0A2I7RHM3	146	70.212	BASE
M4Q1B1	2627	89.751	BASE
A0A481YVE4	11710	77.309	BASE
A0A8S5VLV2	101	83.158	BASE
A0A6J5SFR8	42	37.781	BASE
M1HJ52	819	60.873	BASE
A0A8S5UCV2	1677	91.736	BASE
A0A481Z958	9848	81.235	BASE
A0A346G3R9	16	28.275	BASE
A0A8S5QTR7	10717	92.305	BASE
A0A8F5XVX0	818	79.48	BASE
A0A6J5S849	20151	80.823	BASE
A0A1B1ING8	800	87.766	BASE
A0A5J6VHH5	1477	85.059	BASE
A0A516LPB8	1527	92.835	BASE
A0A481Z8D5	372	90.085	BASE
A0A7T5UE70	1745	82.204	BASE
A0A0R5TSE7	252	88.072	BASE
A0A6J5PPA7	349	85.615	BASE
A0A8A6C7L3	2648	64.336	BASE
A0A516KT20	878	84.862	BASE
A0A6J5NSL9	4566	90.18	BASE
A0A3G5A5T3	123	72.52	BASE
A0A8S5PK33	193	68.42	BASE
A0A8S5N3V1	3672	70.312	BASE
A0A7R5WM61	2120	79.977	BASE
A0A2R8FF71	418	54.704	BASE
A0A6G5YM72	10298	83.813	BASE
A0A0A7E7R7	1736	75.099	BASE
A0A345MNF5	5837	93.93	BASE
A0A8S5Q685	493	38.76	BASE
A0A6J7XIN0	760	80.85	BASE
A0A481Z0D8	1167	79.047	BASE
A0A345MS08	13536	82.112	BASE
S5MKT3	61	60.494	BASE
A0A120H5W9	102	57.967	BASE
A0A6J5KYT9	3809	74.268	BASE
A0A7M1RYG8	617	84.905	BASE
B5LW91	4878	87.735	BASE
A0A2P1GNM1	260	75.395	BASE
V5L4G1	268	64.157	BASE
A0A6J5PIR5	131	66.555	BASE
A0A3G5A1P5	362	86.76	BASE
A0A1Y0T3G2	222	42.39	BASE
A0A8S5VV60	14499	71.891	BASE
A0A345MR22	226	54.232	BASE
A0A8S5PA30	84	71.358	BASE
A0A1V0SF31	730	57.761	BASE
A0A3G4ZSK1	5908	59.928	BASE
A0A345MP78	271	62.624	BASE
A0A8S5RUU0	456	79.742	BASE
A0A514DB43	1272	85.191	BASE
A0A8E8D9C7	417	79.377	BASE
A0A0N9DV59	364	84.94	BASE
A0A3G5A0N1	68	79.122	BASE
A0A286S2U0	35	68.222	BASE
A0A6G5YNB4	77	63.332	BASE
A0A2K9R7L2	841	67.623	BASE
A0A088Q2W1	254	60.782	BASE
M1F380	38	67.42	BASE
A0A8S5RY32	2606	87.815	BASE
A0A516MLK6	1450	65.676	BASE
A0A8D4KH86	3317	67.827	BASE
A0A0B5J7W1	1664	56.909	BASE
A0A5K0U8Y0	5752	50.57	BASE
A0A386JUR1_3	3	26.094	BASE
A0A386JUR1_6	1254	41.464	BASE
A0A386JUR1_8	1682	33.254	BASE
A0A386JUR1_9	74	36.993	BASE
A0A3G1RFK0_1	59	30.542	BASE
A0A3G1RFK0_2	1706	45.311	BASE
A0A3G1RFK0_3	258	36.52	BASE
A0A3G1RFK0_4	291	71.39	BASE
A0A3G1RFK0_5	585	55.553	BASE
A0A7G9IR66_1	32	45.264	BASE
A0A7G9IR66_2	88	30.189	BASE
A0A7G9IR66_3	567	29.971	BASE
A0A7G9IR66_5	1617	52.003	BASE
A0A7G8AMD7_1	1510	61.501	BASE
A0A7G8AMD7_2	9901	73.594	BASE
A0A7G8AMD7_3	2751	72.361	BASE
A0A7G8AMD7_4	3714	79.581	BASE
A0A7G8AMD7_5	10584	79.769	BASE
A0A0K0VL73_1	97	49.924	BASE
A0A0K0VL73_2	34	44.209	BASE
